16051, 4.0, 5.0, 1.0, 80000.0, 45.0
8353, 10.0, 3.0, 1.0, 140000.0, 18.0
249, 11.0, 4.0, 0.0, 190000.0, 40.0
9981, 10.0, 3.0, 0.0, 110000.0, 32.0
16982, 6.0, 2.0, 0.0, 120000.0, 40.0
16697, 13.0, 1.0, 0.0, 180000.0, 40.0
1715, 9.0, 4.0, 1.0, 50000.0, 30.0
3351, 12.0, 2.0, 0.0, 80000.0, 40.0
2150, 5.0, 2.0, 1.0, 90000.0, 43.0
9084, 9.0, 5.0, 1.0, 800000.0, 50.0
11697, 10.0, 5.0, 1.0, 190000.0, 20.0
10536, 4.0, 5.0, 1.0, 340000.0, 45.0
15747, 13.0, 5.0, 1.0, 250000.0, 96.0
875, 9.0, 4.0, 1.0, 130000.0, 50.0
16813, 12.0, 3.0, 1.0, 220000.0, 40.0
16133, 9.0, 3.0, 1.0, 60000.0, 55.0
1326, 11.0, 5.0, 1.0, 170000.0, 50.0
4019, 9.0, 4.0, 0.0, 100000.0, 42.0
16447, 8.0, 0.0, 1.0, 40000.0, 40.0
296, 13.0, 4.0, 1.0, 200000.0, 45.0
16469, 9.0, 3.0, 0.0, 110000.0, 10.0
1185, 12.0, 2.0, 0.0, 140000.0, 35.0
7496, 13.0, 5.0, 1.0, 290000.0, 48.0
2171, 12.0, 2.0, 0.0, 250000.0, 40.0
13016, 13.0, 4.0, 1.0, 220000.0, 37.0
10094, 13.0, 5.0, 1.0, 40000.0, 70.0
13994, 10.0, 1.0, 0.0, 210000.0, 20.0
7001, 10.0, 2.0, 0.0, 150000.0, 45.0
14447, 9.0, 5.0, 1.0, 180000.0, 25.0
3005, 3.0, 5.0, 1.0, 220000.0, 45.0
6573, 12.0, 1.0, 0.0, 170000.0, 38.0
6881, 12.0, 0.0, 0.0, 90000.0, 40.0
2843, 2.0, 3.0, 1.0, 190000.0, 25.0
8266, 10.0, 2.0, 0.0, 200000.0, 30.0
14234, 2.0, 5.0, 1.0, 260000.0, 50.0
675, 10.0, 4.0, 0.0, 160000.0, 38.0
12676, 5.0, 1.0, 0.0, 140000.0, 40.0
6066, 9.0, 4.0, 0.0, 230000.0, 30.0
2872, 12.0, 2.0, 1.0, 320000.0, 48.0
3702, 9.0, 3.0, 0.0, 200000.0, 10.0
2604, 11.0, 3.0, 0.0, 50000.0, 32.0
5447, 8.0, 1.0, 0.0, 240000.0, 35.0
3203, 8.0, 2.0, 0.0, 120000.0, 60.0
13658, 7.0, 5.0, 1.0, 260000.0, 50.0
2501, 11.0, 4.0, 1.0, 340000.0, 45.0
4621, 7.0, 1.0, 0.0, 110000.0, 35.0
14569, 2.0, 5.0, 1.0, 250000.0, 39.0
11928, 5.0, 4.0, 0.0, 230000.0, 20.0
5601, 8.0, 3.0, 1.0, 260000.0, 12.0
3085, 5.0, 0.0, 1.0, 180000.0, 40.0
13231, 8.0, 5.0, 1.0, 110000.0, 56.0
4123, 9.0, 3.0, 1.0, 130000.0, 42.0
4237, 11.0, 5.0, 1.0, 230000.0, 48.0
17426, 8.0, 4.0, 1.0, 240000.0, 20.0
9785, 11.0, 4.0, 0.0, 70000.0, 39.0
5303, 9.0, 3.0, 1.0, 200000.0, 25.0
13296, 11.0, 5.0, 1.0, 290000.0, 12.0
6314, 3.0, 5.0, 1.0, 150000.0, 38.0
13081, 11.0, 5.0, 1.0, 300000.0, 55.0
13037, 2.0, 4.0, 1.0, 150000.0, 48.0
14567, 9.0, 2.0, 1.0, 90000.0, 60.0
9747, 7.0, 5.0, 1.0, 170000.0, 46.0
2537, 7.0, 5.0, 1.0, 500000.0, 40.0
10167, 11.0, 3.0, 0.0, 310000.0, 40.0
13, 9.0, 4.0, 1.0, 200000.0, 50.0
199, 8.0, 4.0, 1.0, 50000.0, 40.0
13140, 12.0, 2.0, 1.0, 50000.0, 45.0
8117, 8.0, 0.0, 0.0, 160000.0, 35.0
13349, 13.0, 3.0, 1.0, 310000.0, 30.0
16148, 11.0, 4.0, 0.0, 320000.0, 45.0
3299, 3.0, 5.0, 1.0, 290000.0, 40.0
2067, 11.0, 2.0, 0.0, 100000.0, 32.0
10420, 8.0, 2.0, 0.0, 60000.0, 65.0
9016, 9.0, 5.0, 1.0, 120000.0, 14.0
3181, 9.0, 4.0, 1.0, 260000.0, 45.0
4798, 3.0, 5.0, 1.0, 250000.0, 60.0
6755, 12.0, 4.0, 1.0, 230000.0, 20.0
309, 2.0, 3.0, 0.0, 290000.0, 40.0
13195, 11.0, 4.0, 0.0, 80000.0, 48.0
4908, 10.0, 2.0, 0.0, 40000.0, 52.0
545, 5.0, 2.0, 1.0, 240000.0, 40.0
9049, 8.0, 5.0, 1.0, 120000.0, 48.0
6785, 6.0, 5.0, 1.0, 160000.0, 22.0
2003, 9.0, 5.0, 1.0, 270000.0, 49.0
1925, 5.0, 0.0, 1.0, 210000.0, 40.0
