16593, 9.0, 4.0, 1.0, 120000.0, 54.0
10036, 8.0, 5.0, 1.0, 170000.0, 45.0
12849, 13.0, 4.0, 1.0, 140000.0, 70.0
3834, 6.0, 4.0, 1.0, 540000.0, 48.0
995, 11.0, 3.0, 0.0, 40000.0, 40.0
11684, 7.0, 3.0, 1.0, 120000.0, 30.0
11625, 12.0, 5.0, 1.0, 150000.0, 75.0
9592, 10.0, 3.0, 0.0, 270000.0, 25.0
12933, 8.0, 2.0, 1.0, 60000.0, 40.0
13811, 10.0, 2.0, 0.0, 470000.0, 48.0
4850, 11.0, 4.0, 1.0, 450000.0, 65.0
4426, 11.0, 4.0, 0.0, 420000.0, 40.0
1161, 8.0, 5.0, 1.0, 240000.0, 45.0
2301, 12.0, 5.0, 1.0, 40000.0, 38.0
12198, 6.0, 4.0, 1.0, 150000.0, 56.0
2597, 6.0, 2.0, 1.0, 330000.0, 50.0
4238, 7.0, 4.0, 1.0, 150000.0, 52.0
7615, 8.0, 3.0, 0.0, 90000.0, 20.0
13987, 12.0, 4.0, 1.0, 330000.0, 40.0
12412, 7.0, 4.0, 1.0, 330000.0, 48.0
13710, 9.0, 2.0, 0.0, 190000.0, 50.0
11223, 12.0, 1.0, 0.0, 150000.0, 90.0
2252, 3.0, 2.0, 0.0, 260000.0, 52.0
5157, 5.0, 4.0, 1.0, 270000.0, 40.0
5813, 7.0, 2.0, 0.0, 360000.0, 40.0
1302, 13.0, 3.0, 1.0, 100000.0, 40.0
4325, 9.0, 2.0, 0.0, 180000.0, 10.0
10574, 6.0, 5.0, 1.0, 380000.0, 40.0
15327, 8.0, 2.0, 0.0, 260000.0, 10.0
5225, 9.0, 5.0, 1.0, 80000.0, 60.0
14017, 4.0, 5.0, 1.0, 50000.0, 56.0
3075, 11.0, 5.0, 1.0, 340000.0, 70.0
4882, 7.0, 1.0, 0.0, 240000.0, 40.0
11641, 7.0, 5.0, 1.0, 220000.0, 20.0
16188, 8.0, 2.0, 0.0, 290000.0, 56.0
10947, 12.0, 5.0, 1.0, 130000.0, 20.0
16308, 10.0, 5.0, 1.0, 360000.0, 9.0
10979, 10.0, 2.0, 0.0, 170000.0, 28.0
8774, 7.0, 3.0, 0.0, 130000.0, 48.0
10266, 11.0, 5.0, 1.0, 80000.0, 48.0
18145, 6.0, 2.0, 1.0, 170000.0, 35.0
5023, 9.0, 0.0, 0.0, 150000.0, 40.0
10091, 7.0, 0.0, 0.0, 170000.0, 55.0
8559, 7.0, 5.0, 1.0, 110000.0, 65.0
715, 12.0, 4.0, 0.0, 180000.0, 50.0
9274, 11.0, 3.0, 1.0, 90000.0, 45.0
3494, 7.0, 0.0, 0.0, 110000.0, 40.0
16655, 10.0, 4.0, 0.0, 310000.0, 15.0
805, 11.0, 1.0, 0.0, 100000.0, 45.0
3951, 12.0, 1.0, 0.0, 60000.0, 32.0
12976, 10.0, 0.0, 0.0, 390000.0, 40.0
2232, 12.0, 5.0, 1.0, 130000.0, 45.0
9988, 8.0, 1.0, 0.0, 210000.0, 50.0
8988, 10.0, 2.0, 0.0, 270000.0, 35.0
4361, 11.0, 1.0, 0.0, 450000.0, 40.0
17614, 7.0, 3.0, 0.0, 180000.0, 23.0
18147, 6.0, 3.0, 1.0, 240000.0, 48.0
8489, 8.0, 3.0, 1.0, 50000.0, 8.0
10702, 1.0, 3.0, 0.0, 130000.0, 25.0
18035, 8.0, 4.0, 1.0, 160000.0, 28.0
15573, 2.0, 3.0, 1.0, 130000.0, 50.0
16285, 4.0, 4.0, 1.0, 260000.0, 36.0
1128, 9.0, 2.0, 0.0, 200000.0, 40.0
5320, 5.0, 5.0, 1.0, 210000.0, 40.0
15779, 2.0, 4.0, 1.0, 70000.0, 42.0
16614, 12.0, 2.0, 0.0, 190000.0, 35.0
3710, 12.0, 5.0, 1.0, 130000.0, 35.0
17639, 10.0, 1.0, 0.0, 50000.0, 12.0
17334, 10.0, 2.0, 0.0, 220000.0, 32.0
13514, 9.0, 2.0, 1.0, 170000.0, 50.0
1007, 12.0, 5.0, 1.0, 230000.0, 50.0
3998, 5.0, 3.0, 1.0, 500000.0, 40.0
6871, 12.0, 5.0, 1.0, 150000.0, 43.0
15996, 5.0, 3.0, 0.0, 160000.0, 20.0
17628, 3.0, 5.0, 1.0, 180000.0, 56.0
18473, 10.0, 0.0, 0.0, 200000.0, 20.0
10689, 4.0, 2.0, 0.0, 160000.0, 46.0
17105, 8.0, 2.0, 1.0, 180000.0, 48.0
1441, 5.0, 5.0, 1.0, 280000.0, 40.0
776, 9.0, 3.0, 1.0, 540000.0, 40.0
7787, 7.0, 0.0, 1.0, 270000.0, 30.0
8564, 12.0, 4.0, 1.0, 300000.0, 50.0
1299, 12.0, 3.0, 0.0, 170000.0, 20.0
727, 12.0, 4.0, 0.0, 90000.0, 40.0
16608, 12.0, 4.0, 0.0, 40000.0, 42.0
11021, 10.0, 4.0, 0.0, 200000.0, 10.0
15555, 5.0, 4.0, 1.0, 230000.0, 60.0
15483, 12.0, 4.0, 0.0, 90000.0, 80.0
8565, 11.0, 4.0, 0.0, 120000.0, 60.0
13376, 7.0, 4.0, 1.0, 40000.0, 45.0
1193, 13.0, 4.0, 1.0, 290000.0, 50.0
15437, 10.0, 4.0, 1.0, 170000.0, 35.0
5792, 9.0, 3.0, 1.0, 50000.0, 35.0
1772, 9.0, 0.0, 0.0, 320000.0, 10.0
5617, 8.0, 3.0, 1.0, 250000.0, 24.0
13261, 12.0, 2.0, 1.0, 180000.0, 40.0
5928, 10.0, 0.0, 0.0, 50000.0, 40.0
1776, 12.0, 4.0, 1.0, 40000.0, 40.0
17829, 9.0, 3.0, 0.0, 220000.0, 25.0
10567, 4.0, 3.0, 1.0, 210000.0, 30.0
14981, 12.0, 5.0, 1.0, 360000.0, 42.0
3961, 9.0, 3.0, 0.0, 110000.0, 40.0
3565, 6.0, 3.0, 1.0, 190000.0, 40.0
16364, 12.0, 4.0, 0.0, 180000.0, 60.0
3617, 12.0, 3.0, 1.0, 120000.0, 70.0
7446, 9.0, 3.0, 0.0, 60000.0, 40.0
4484, 11.0, 5.0, 1.0, 190000.0, 38.0
10603, 12.0, 4.0, 1.0, 30000.0, 60.0
1731, 8.0, 4.0, 0.0, 150000.0, 42.0
11522, 12.0, 5.0, 1.0, 200000.0, 25.0
13175, 12.0, 2.0, 0.0, 40000.0, 55.0
8474, 10.0, 1.0, 0.0, 460000.0, 40.0
16891, 1.0, 0.0, 0.0, 170000.0, 8.0
9120, 7.0, 4.0, 0.0, 180000.0, 45.0
2789, 10.0, 5.0, 1.0, 180000.0, 20.0
9611, 3.0, 5.0, 1.0, 60000.0, 70.0
12461, 11.0, 2.0, 0.0, 390000.0, 29.0
6215, 1.0, 4.0, 0.0, 180000.0, 20.0
15219, 8.0, 3.0, 1.0, 180000.0, 35.0
7100, 10.0, 4.0, 0.0, 110000.0, 60.0
12479, 5.0, 3.0, 1.0, 420000.0, 20.0
13985, 2.0, 0.0, 0.0, 190000.0, 43.0
1207, 6.0, 5.0, 1.0, 120000.0, 5.0
13608, 12.0, 4.0, 0.0, 310000.0, 20.0
8680, 10.0, 1.0, 0.0, 110000.0, 36.0
13104, 9.0, 4.0, 0.0, 30000.0, 35.0
7014, 6.0, 5.0, 1.0, 150000.0, 45.0
17415, 9.0, 3.0, 1.0, 420000.0, 20.0
18022, 13.0, 4.0, 0.0, 60000.0, 46.0
16970, 11.0, 4.0, 0.0, 600000.0, 40.0
4629, 11.0, 5.0, 1.0, 30000.0, 38.0
11567, 2.0, 4.0, 1.0, 280000.0, 60.0
2729, 8.0, 0.0, 1.0, 260000.0, 20.0
12873, 5.0, 3.0, 1.0, 180000.0, 30.0
3980, 6.0, 4.0, 1.0, 100000.0, 50.0
10399, 9.0, 3.0, 0.0, 170000.0, 10.0
18014, 12.0, 2.0, 0.0, 170000.0, 24.0
14605, 12.0, 1.0, 0.0, 210000.0, 38.0
12780, 4.0, 4.0, 1.0, 280000.0, 66.0
5626, 12.0, 3.0, 1.0, 520000.0, 3.0
10980, 3.0, 5.0, 1.0, 270000.0, 50.0
9135, 3.0, 1.0, 0.0, 350000.0, 40.0
6808, 11.0, 2.0, 0.0, 550000.0, 40.0
9494, 8.0, 1.0, 0.0, 110000.0, 50.0
17078, 9.0, 2.0, 1.0, 150000.0, 20.0
16789, 9.0, 4.0, 1.0, 200000.0, 52.0
12335, 8.0, 5.0, 1.0, 290000.0, 35.0
13675, 6.0, 0.0, 1.0, 150000.0, 50.0
4177, 9.0, 4.0, 1.0, 260000.0, 48.0
1217, 13.0, 5.0, 1.0, 250000.0, 40.0
3883, 11.0, 5.0, 1.0, 260000.0, 40.0
5610, 11.0, 4.0, 0.0, 140000.0, 50.0
